"","x"
"23059","20"
"23060","14"
"23061","0"
"23062","1"
"23063","12"
"23064","10"
"23065","18"
"23066","3"
"23067","9"
"23068","12"
"23069","11"
"23070","9"
"23071","12"
"23072","4"
"23073","3"
"23074","5"
"23075","2"
"23076","5"
"23077","36"
"23078","8"
"23079","3"
"23080","24"
"23081","27"
"23082","29"
"23083","3"
"23084","28"
"23085","1"
"23086","3"
"23087","9"
"23088","5"
"23089","6"
"23090","8"
"23091","9"
"23092","6"
"23093","2"
"23094","0"
"23095","21"
"23096","2"
"23097","14"
"23098","15"
"23099","0"
"23100","10"
"23101","1"
"23102","2"
"23103","26"
"23104","10"
"23105","16"
"23106","4"
"23107","4"
"23108","2"
"23109","6"
"23110","1"
"23111","9"
"23112","16"
"23113","1"
"23114","4"
"23115","6"
"23116","7"
"23117","12"
"23118","3"
"23119","1"
"23120","7"
"23121","3"
"23122","0"
"23123","3"
"23124","1"
"23125","8"
"23126","9"
"23127","4"
"23128","0"
"23129","12"
"23130","27"
"23131","12"
"23132","0"
"23133","3"
"23134","1"
"23135","4"
"23136","3"
"23137","1"
"23138","0"
"23139","23"
"23140","5"
"23141","32"
"23142","2"
"23143","6"
"23144","13"
"23145","2"
"23146","34"
"23147","1"
"23148","9"
"23149","0"
"23150","23"
"23151","4"
"23152","1"
"23153","0"
"23154","17"
"23155","16"
"23156","12"
"23157","3"
"23158","2"
"23159","13"
"23160","9"
"23161","3"
"23162","1"
"23163","0"
"23164","10"
"23165","0"
"23166","0"
"23167","31"
"23168","14"
"23169","9"
"23170","2"
"23171","6"
"23172","5"
"23173","1"
"23174","11"
"23175","7"
"23176","3"
"23177","16"
"23178","15"
"23179","2"
"23180","0"
"23181","0"
"23182","16"
"23183","0"
"23184","3"
"23185","9"
"23186","9"
"23187","10"
"23188","8"
"23189","15"
"23190","3"
"23191","0"
"23192","0"
"23193","3"
"23194","6"
"23195","1"
"23196","16"
"23197","2"
"23198","0"
"23199","1"
"23200","9"
"23201","26"
"23202","0"
"23203","2"
"23204","12"
"23205","14"
"23206","8"
"23207","5"
"23208","10"
"23209","34"
"23210","12"
"23211","24"
"23212","6"
"23213","1"
"23214","26"
"23215","13"
"23216","0"
"23217","8"
"23218","3"
"23219","21"
"23220","10"
"23221","8"
"23222","8"
"23223","4"
"23224","7"
"23225","14"
"23226","0"
"23227","4"
"23228","21"
"23229","5"
"23230","1"
"23231","11"
"23232","2"
"23233","9"
"23234","27"
"23235","10"
"23236","12"
"23237","21"
"23238","0"
"23239","1"
"23240","4"
"23241","2"
"23242","0"
"23243","1"
"23244","8"
"23245","23"
"23246","8"
"23247","2"
"23248","12"
"23249","11"
"23250","2"
"23251","3"
"23252","13"
"23253","2"
"23254","13"
"23255","4"
"23256","2"
"23257","13"
"23258","0"
"23259","5"
"23260","30"
"23261","26"
"23262","2"
"23263","12"
"23264","1"
"23265","0"
"23266","0"
"23267","5"
"23268","20"
"23269","6"
"23270","15"
"23271","3"
"23272","20"
"23273","6"
"23274","5"
"23275","12"
"23276","0"
"23277","2"
"23278","34"
"23279","6"
"23280","19"
"23281","0"
"23282","1"
"23283","12"
"23284","11"
"23285","2"
"23286","34"
"23287","18"
"23288","9"
"23289","1"
"23290","7"
"23291","11"
"23292","0"
"23293","3"
"23294","3"
"23295","9"
"23296","4"
"23297","6"
"23298","1"
"23299","1"
"23300","2"
"23301","1"
"23302","6"
"23303","20"
"23304","9"
"23305","4"
"23306","8"
"23307","2"
"23308","0"
"23309","0"
"23310","1"
"23311","1"
"23312","17"
"23313","0"
"23314","5"
"23315","12"
"23316","2"
"23317","16"
"23318","1"
"23319","1"
"23320","9"
"23321","0"
"23322","0"
"23323","5"
"23324","1"
"23325","9"
"23326","7"
"23327","9"
"23328","4"
"23329","0"
"23330","1"
"23331","1"
"23332","16"
"23333","13"
"23334","1"
"23335","1"
"23336","1"
"23337","0"
"23338","1"
"23339","11"
"23340","22"
"23341","1"
"23342","14"
"23343","0"
"23344","0"
"23345","17"
"23346","15"
"23347","8"
"23348","2"
"23349","27"
"23350","2"
"23351","11"
"23352","9"
"23353","1"
"23354","1"
"23355","8"
"23356","7"
"23357","12"
"23358","4"
"23359","7"
"23360","1"
"23361","15"
"23362","0"
"23363","2"
"23364","1"
"23365","11"
"23366","22"
"23367","1"
"23368","12"
"23369","0"
"23370","27"
"23371","1"
"23372","0"
"23373","0"
"23374","1"
"23375","12"
"23376","6"
"23377","8"
"23378","2"
"23379","29"
"23380","1"
"23381","27"
"23382","1"
"23383","1"
"23384","2"
"23385","0"
"23386","3"
"23387","0"
"23388","1"
"23389","0"
"23390","28"
"23391","5"
"23392","23"
"23393","3"
"23394","4"
"23395","33"
"23396","7"
"23397","7"
"23398","29"
"23399","0"
"23400","3"
"23401","10"
"23402","9"
"23403","0"
"23404","0"
"23405","3"
"23406","1"
"23407","7"
"23408","2"
"23409","14"
"23410","3"
"23411","11"
"23412","4"
"23413","1"
"23414","7"
"23415","17"
"23416","9"
"23417","13"
"23418","26"
"23419","12"
"23420","6"
"23421","11"
"23422","2"
"23423","6"
"23424","3"
"23425","10"
"23426","19"
"23427","9"
"23428","23"
"23429","3"
"23430","11"
"23431","22"
"23432","3"
"23433","36"
"23434","7"
"23435","1"
"23436","19"
"23437","2"
"23438","5"
"23439","0"
"23440","3"
"23441","4"
"23442","13"
"23443","2"
"23444","37"
"23445","20"
"23446","11"
"23447","23"
"23448","0"
"23449","10"
"23450","4"
"23451","11"
"23452","32"
"23453","5"
"23454","7"
"23455","1"
"23456","8"
"23457","0"
"23458","7"
"23459","11"
"23460","6"
"23461","9"
"23462","13"
"23463","5"
"23464","8"
"23465","4"
"23466","13"
"23467","1"
"23468","2"
"23469","13"
"23470","1"
"23471","9"
"23472","28"
"23473","28"
"23474","1"
"23475","2"
"23476","5"
"23477","1"
"23478","5"
"23479","6"
"23480","15"
"23481","2"
"23482","1"
"23483","12"
"23484","0"
"23485","3"
"23486","5"
"23487","21"
"23488","13"
"23489","4"
"23490","1"
"23491","4"
"23492","1"
"23493","5"
"23494","2"
"23495","3"
"23496","1"
"23497","30"
"23498","1"
"23499","0"
"23500","4"
"23501","21"
"23502","4"
"23503","0"
"23504","5"
"23505","15"
"23506","1"
"23507","2"
"23508","15"
"23509","7"
"23510","8"
"23511","0"
"23512","0"
"23513","1"
"23514","2"
"23515","1"
"23516","11"
"23517","7"
"23518","0"
"23519","15"
"23520","4"
"23521","0"
"23522","0"
"23523","3"
"23524","7"
"23525","3"
"23526","1"
"23527","26"
"23528","0"
"23529","5"
"23530","6"
"23531","13"
"23532","4"
"23533","20"
"23534","6"
"23535","1"
"23536","18"
"23537","14"
"23538","17"
"23539","8"
"23540","5"
"23541","0"
"23542","0"
"23543","5"
"23544","33"
"23545","19"
"23546","10"
"23547","31"
"23548","1"
"23549","2"
"23550","18"
"23551","1"
"23552","10"
"23553","7"
"23554","1"
"23555","34"
"23556","3"
"23557","16"
"23558","3"
"23559","5"
"23560","9"
"23561","6"
"23562","14"
"23563","0"
"23564","8"
"23565","0"
"23566","6"
"23567","11"
"23568","7"
"23569","3"
"23570","0"
"23571","9"
"23572","0"
"23573","6"
"23574","11"
"23575","1"
"23576","1"
"23577","0"
"23578","9"
"23579","0"
"23580","1"
"23581","1"
"23582","0"
"23583","4"
"23584","5"
"23585","8"
"23586","1"
"23587","17"
"23588","18"
"23589","0"
"23590","0"
"23591","3"
"23592","8"
"23593","0"
"23594","18"
"23595","1"
"23596","1"
"23597","1"
"23598","1"
"23599","7"
"23600","14"
"23601","0"
"23602","21"
"23603","15"
"23604","8"
"23605","0"
"23606","15"
"23607","11"
"23608","3"
"23609","0"
"23610","5"
"23611","1"
"23612","17"
"23613","5"
"23614","4"
"23615","28"
"23616","7"
"23617","0"
"23618","1"
"23619","23"
"23620","14"
"23621","11"
"23622","7"
"23623","7"
"23624","5"
"23625","14"
"23626","10"
"23627","6"
"23628","0"
"23629","0"
"23630","2"
"23631","0"
"23632","24"
"23633","3"
"23634","4"
"23635","4"
"23636","7"
"23637","34"
"23638","4"
"23639","5"
"23640","2"
"23641","1"
"23642","0"
"23643","7"
"23644","2"
"23645","0"
"23646","3"
"23647","7"
"23648","0"
"23649","0"
"23650","6"
"23651","0"
"23652","6"
"23653","0"
"23654","7"
"23655","2"
"23656","8"
"23657","6"
"23658","9"
"23659","0"
"23660","0"
"23661","20"
"23662","0"
"23663","0"
"23664","0"
"23665","12"
"23666","1"
"23667","4"
"23668","7"
"23669","34"
"23670","0"
"23671","8"
"23672","0"
"23673","1"
"23674","5"
"23675","16"
"23676","5"
"23677","0"
"23678","24"
"23679","5"
"23680","14"
"23681","2"
"23682","0"
"23683","5"
"23684","5"
"23685","3"
"23686","16"
"23687","1"
"23688","8"
"23689","0"
"23690","0"
"23691","4"
"23692","0"
"23693","6"
"23694","2"
"23695","0"
"23696","2"
"23697","1"
"23698","2"
"23699","4"
"23700","1"
"23701","11"
"23702","23"
"23703","28"
"23704","8"
"23705","4"
"23706","18"
"23707","6"
"23708","0"
"23709","3"
"23710","5"
"23711","14"
"23712","12"
"23713","2"
"23714","9"
"23715","6"
"23716","11"
"23717","0"
"23718","29"
"23719","7"
"23720","29"
"23721","13"
"23722","5"
"23723","3"
"23724","3"
"23725","8"
"23726","5"
"23727","19"
"23728","0"
"23729","14"
"23730","5"
"23731","30"
"23732","17"
"23733","12"
"23734","6"
"23735","3"
"23736","0"
"23737","0"
"23738","23"
"23739","16"
"23740","5"
"23741","7"
"23742","21"
"23743","1"
"23744","6"
"23745","29"
"23746","2"
"23747","1"
"23748","3"
"23749","1"
"23750","20"
"23751","6"
"23752","2"
"23753","14"
"23754","3"
"23755","7"
"23756","0"
"23757","20"
"23758","31"
"23759","0"
"23760","0"
"23761","10"
"23762","9"
"23763","6"
"23764","10"
"23765","23"
"23766","5"
"23767","18"
"23768","3"
"23769","4"
"23770","0"
"23771","22"
"23772","11"
"23773","10"
"23774","22"
"23775","17"
"23776","4"
"23777","11"
"23778","0"
"23779","2"
"23780","0"
"23781","1"
"23782","17"
"23783","5"
"23784","0"
"23785","2"
"23786","29"
"23787","0"
"23788","3"
"23789","2"
"23790","1"
"23791","22"
"23792","0"
"23793","5"
"23794","2"
"23795","1"
"23796","5"
"23797","1"
"23798","3"
"23799","32"
"23800","5"
"23801","1"
"23802","13"
"23803","8"
"23804","2"
"23805","24"
"23806","4"
"23807","2"
"23808","0"
"23809","2"
"23810","3"
"23811","1"
"23812","10"
"23813","1"
"23814","2"
"23815","13"
"23816","2"
"23817","8"
"23818","2"
"23819","2"
"23820","8"
"23821","5"
"23822","1"
"23823","4"
"23824","0"
"23825","0"
"23826","6"
"23827","5"
"23828","0"
"23829","5"
"23830","14"
"23831","2"
"23832","7"
"23833","14"
"23834","25"
"23835","22"
"23836","2"
"23837","9"
"23838","1"
"23839","9"
"23840","8"
"23841","2"
"23842","7"
"23843","6"
"23844","16"
"23845","4"
"23846","21"
"23847","21"
"23848","28"
"23849","4"
"23850","20"
"23851","6"
"23852","5"
"23853","9"
"23854","2"
"23855","19"
"23856","5"
"23857","4"
"23858","17"
"23859","4"
"23860","5"
"23861","0"
"23862","0"
"23863","15"
"23864","10"
"23865","8"
"23866","9"
"23867","3"
"23868","6"
"23869","14"
"23870","4"
"23871","1"
"23872","2"
"23873","15"
"23874","1"
"23875","8"
"23876","5"
"23877","14"
"23878","2"
"23879","1"
"23880","1"
"23881","4"
"23882","7"
"23883","6"
"23884","5"
"23885","21"
"23886","24"
"23887","3"
"23888","29"
"23889","15"
"23890","14"
"23891","3"
"23892","16"
"23893","3"
"23894","5"
"23895","1"
"23896","6"
"23897","7"
"23898","31"
"23899","17"
"23900","8"
"23901","5"
"23902","29"
"23903","0"
"23904","6"
"23905","29"
"23906","1"
"23907","0"
"23908","0"
"23909","16"
"23910","22"
"23911","3"
"23912","0"
"23913","11"
"23914","0"
"23915","3"
"23916","0"
"23917","2"
"23918","18"
"23919","0"
"23920","3"
"23921","4"
"23922","1"
"23923","6"
"23924","6"
"23925","1"
"23926","34"
"23927","8"
"23928","2"
"23929","26"
"23930","9"
"23931","21"
"23932","3"
"23933","3"
"23934","5"
"23935","0"
"23936","5"
"23937","5"
"23938","6"
"23939","8"
"23940","1"
"23941","19"
"23942","16"
"23943","1"
"23944","0"
"23945","17"
"23946","20"
"23947","7"
"23948","6"
"23949","6"
"23950","12"
"23951","7"
"23952","1"
"23953","12"
"23954","14"
"23955","17"
"23956","5"
"23957","3"
"23958","1"
"23959","13"
"23960","15"
"23961","6"
"23962","11"
"23963","7"
"23964","0"
"23965","12"
"23966","2"
"23967","2"
"23968","17"
"23969","14"
"23970","1"
"23971","18"
"23972","5"
"23973","2"
"23974","0"
"23975","7"
"23976","1"
"23977","18"
"23978","1"
"23979","0"
"23980","7"
"23981","24"
"23982","0"
"23983","5"
"23984","8"
"23985","2"
"23986","7"
"23987","5"
"23988","1"
"23989","0"
"23990","9"
"23991","3"
"23992","4"
"23993","13"
"23994","9"
"23995","0"
"23996","4"
"23997","0"
"23998","3"
"23999","21"
"24000","12"
"24001","5"
"24002","3"
"24003","20"
"24004","2"
"24005","4"
"24006","20"
"24007","5"
"24008","1"
"24009","16"
"24010","2"
"24011","8"
"24012","6"
"24013","14"
"24014","18"
"24015","5"
"24016","34"
"24017","26"
"24018","21"
"24019","1"
"24020","1"
"24021","9"
"24022","5"
"24023","9"
"24024","0"
"24025","5"
"24026","1"
"24027","2"
"24028","3"
"24029","1"
"24030","10"
"24031","2"
"24032","6"
"24033","5"
"24034","1"
"24035","11"
"24036","5"
"24037","11"
"24038","2"
"24039","4"
"24040","10"
"24041","11"
"24042","4"
"24043","6"
"24044","9"
"24045","32"
"24046","7"
"24047","2"
"24048","14"
"24049","6"
"24050","16"
"24051","24"
"24052","19"
"24053","4"
"24054","18"
"24055","0"
"24056","9"
"24057","29"
"24058","24"
"24059","1"
"24060","2"
"24061","1"
"24062","7"
"24063","28"
"24064","10"
"24065","11"
"24066","3"
"24067","0"
"24068","6"
"24069","0"
"24070","10"
"24071","6"
"24072","2"
"24073","2"
"24074","0"
"24075","0"
"24076","1"
"24077","1"
"24078","2"
"24079","8"
"24080","1"
"24081","9"
"24082","1"
"24083","2"
"24084","0"
"24085","11"
"24086","9"
"24087","11"
"24088","3"
"24089","1"
"24090","1"
"24091","1"
"24092","14"
"24093","7"
"24094","3"
"24095","1"
"24096","2"
"24097","10"
"24098","8"
"24099","10"
"24100","3"
"24101","1"
"24102","5"
"24103","5"
"24104","1"
"24105","1"
"24106","0"
"24107","1"
"24108","4"
"24109","1"
"24110","3"
"24111","2"
"24112","0"
"24113","16"
"24114","9"
"24115","27"
"24116","6"
"24117","0"
"24118","6"
"24119","0"
"24120","8"
"24121","29"
"24122","1"
"24123","28"
"24124","5"
"24125","0"
"24126","7"
"24127","2"
"24128","4"
"24129","24"
"24130","5"
"24131","7"
"24132","23"
"24133","1"
"24134","4"
"24135","11"
"24136","20"
"24137","1"
"24138","6"
"24139","22"
"24140","1"
"24141","11"
"24142","27"
"24143","3"
"24144","7"
"24145","10"
"24146","1"
"24147","3"
"24148","12"
"24149","14"
"24150","4"
"24151","4"
"24152","1"
"24153","2"
"24154","3"
"24155","12"
"24156","2"
"24157","21"
"24158","2"
"24159","19"
"24160","1"
"24161","6"
"24162","1"
"24163","4"
"24164","4"
"24165","0"
"24166","16"
"24167","0"
"24168","2"
"24169","6"
"24170","1"
"24171","4"
"24172","3"
"24173","1"
"24174","6"
"24175","8"
"24176","2"
"24177","1"
"24178","1"
"24179","0"
"24180","1"
"24181","7"
"24182","0"
"24183","18"
"24184","20"
"24185","4"
"24186","9"
"24187","3"
"24188","4"
"24189","2"
"24190","2"
"24191","24"
"24192","10"
"24193","1"
"24194","17"
"24195","9"
"24196","4"
"24197","1"
"24198","5"
"24199","3"
"24200","9"
"24201","19"
"24202","1"
"24203","10"
"24204","0"
"24205","16"
"24206","9"
"24207","7"
"24208","2"
"24209","4"
"24210","7"
"24211","3"
"24212","6"
"24213","2"
"24214","0"
"24215","13"
"24216","23"
"24217","0"
"24218","28"
"24219","1"
"24220","2"
"24221","1"
"24222","1"
"24223","3"
"24224","1"
"24225","0"
"24226","0"
"24227","6"
"24228","18"
"24229","11"
"24230","0"
"24231","1"
"24232","1"
"24233","8"
"24234","2"
"24235","5"
"24236","5"
"24237","9"
"24238","4"
"24239","35"
"24240","32"
"24241","0"
"24242","5"
"24243","3"
"24244","0"
"24245","20"
"24246","10"
"24247","3"
"24248","2"
"24249","1"
"24250","2"
"24251","5"
"24252","1"
"24253","13"
"24254","1"
"24255","3"
"24256","14"
"24257","29"
"24258","9"
"24259","2"
"24260","4"
"24261","0"
"24262","17"
"24263","1"
"24264","20"
"24265","1"
"24266","0"
"24267","0"
"24268","0"
"24269","4"
"24270","21"
"24271","3"
"24272","2"
"24273","8"
"24274","6"
"24275","1"
"24276","13"
"24277","2"
"24278","3"
"24279","1"
"24280","9"
"24281","23"
"24282","1"
"24283","9"
"24284","0"
"24285","6"
"24286","39"
"24287","1"
"24288","0"
"24289","5"
"24290","26"
"24291","23"
"24292","3"
"24293","3"
"24294","6"
"24295","11"
"24296","9"
"24297","0"
"24298","12"
"24299","0"
"24300","4"
"24301","1"
"24302","17"
"24303","1"
"24304","11"
"24305","11"
"24306","0"
"24307","2"
"24308","4"
"24309","29"
"24310","0"
"24311","2"
"24312","0"
"24313","20"
"24314","2"
"24315","4"
"24316","4"
"24317","21"
"24318","0"
"24319","1"
"24320","2"
"24321","4"
"24322","4"
"24323","0"
"24324","30"
"24325","5"
"24326","1"
"24327","0"
"24328","9"
"24329","4"
"24330","10"
"24331","13"
"24332","12"
"24333","7"
"24334","5"
"24335","10"
"24336","21"
"24337","9"
"24338","1"
"24339","22"
"24340","17"
"24341","6"
"24342","22"
"24343","1"
"24344","0"
"24345","2"
"24346","17"
"24347","6"
"24348","3"
"24349","0"
"24350","13"
"24351","3"
"24352","5"
"24353","3"
"24354","0"
"24355","4"
"24356","16"
"24357","10"
"24358","10"
"24359","6"
"24360","8"
"24361","0"
"24362","3"
"24363","29"
"24364","3"
"24365","4"
"24366","9"
"24367","1"
"24368","0"
"24369","7"
"24370","13"
"24371","5"
"24372","5"
"24373","6"
"24374","4"
"24375","24"
"24376","2"
"24377","0"
"24378","1"
"24379","30"
"24380","9"
"24381","1"
"24382","4"
"24383","12"
"24384","1"
"24385","5"
"24386","1"
"24387","2"
"24388","0"
"24389","6"
"24390","20"
"24391","1"
"24392","1"
"24393","6"
"24394","9"
"24395","6"
"24396","9"
"24397","21"
"24398","16"
"24399","1"
"24400","7"
"24401","4"
"24402","3"
"24403","2"
"24404","7"
"24405","2"
"24406","3"
"24407","1"
"24408","8"
"24409","4"
"24410","5"
"24411","26"
"24412","0"
"24413","1"
"24414","13"
"24415","15"
"24416","1"
"24417","0"
"24418","16"
"24419","0"
"24420","2"
"24421","1"
"24422","1"
"24423","2"
"24424","1"
"24425","0"
"24426","19"
"24427","1"
"24428","5"
"24429","6"
"24430","2"
"24431","6"
"24432","6"
"24433","1"
"24434","9"
"24435","3"
"24436","7"
"24437","1"
"24438","6"
"24439","0"
"24440","22"
"24441","7"
"24442","6"
"24443","2"
"24444","0"
"24445","7"
"24446","7"
"24447","6"
"24448","4"
"24449","2"
"24450","3"
"24451","3"
"24452","4"
"24453","1"
"24454","0"
"24455","5"
"24456","7"
"24457","12"
"24458","4"
"24459","21"
"24460","1"
"24461","9"
"24462","16"
"24463","7"
"24464","5"
"24465","8"
"24466","0"
"24467","15"
"24468","0"
"24469","1"
"24470","5"
"24471","2"
"24472","13"
"24473","0"
"24474","2"
"24475","25"
"24476","11"
"24477","10"
"24478","0"
"24479","31"
"24480","7"
"24481","15"
"24482","3"
"24483","2"
"24484","5"
"24485","1"
"24486","3"
"24487","1"
"24488","15"
"24489","0"
"24490","7"
"24491","2"
"24492","4"
"24493","4"
"24494","6"
"24495","5"
"24496","9"
"24497","0"
"24498","2"
"24499","2"
"24500","0"
"24501","9"
"24502","1"
"24503","0"
"24504","28"
"24505","11"
"24506","2"
"24507","2"
"24508","0"
"24509","10"
"24510","32"
"24511","15"
"24512","2"
"24513","29"
"24514","9"
"24515","6"
"24516","10"
"24517","16"
"24518","3"
"24519","29"
"24520","7"
"24521","16"
"24522","0"
"24523","2"
"24524","5"
"24525","0"
"24526","0"
"24527","8"
"24528","2"
"24529","5"
"24530","3"
"24531","1"
"24532","3"
"24533","11"
"24534","8"
"24535","8"
"24536","1"
"24537","0"
"24538","13"
"24539","12"
"24540","7"
"24541","3"
"24542","23"
"24543","9"
"24544","10"
"24545","1"
"24546","4"
"24547","2"
"24548","11"
"24549","34"
"24550","0"
"24551","4"
"24552","4"
"24553","2"
"24554","2"
"24555","13"
"24556","0"
"24557","0"
"24558","2"
"24559","5"
"24560","3"
"24561","0"
"24562","0"
"24563","4"
"24564","5"
"24565","9"
"24566","6"
"24567","2"
"24568","1"
"24569","5"
"24570","31"
"24571","6"
"24572","23"
"24573","4"
"24574","5"
"24575","2"
"24576","0"
"24577","3"
"24578","0"
"24579","10"
"24580","2"
"24581","1"
"24582","37"
"24583","0"
"24584","10"
"24585","1"
"24586","26"
"24587","25"
"24588","6"
"24589","7"
"24590","2"
"24591","2"
"24592","11"
"24593","10"
"24594","28"
"24595","4"
"24596","9"
"24597","9"
"24598","1"
"24599","0"
"24600","2"
"24601","9"
"24602","6"
"24603","8"
"24604","10"
"24605","7"
"24606","4"
"24607","11"
"24608","16"
"24609","6"
"24610","1"
"24611","10"
"24612","11"
"24613","1"
"24614","6"
"24615","4"
"24616","0"
"24617","21"
"24618","3"
"24619","5"
"24620","13"
"24621","8"
"24622","2"
"24623","20"
"24624","30"
"24625","12"
"24626","28"
"24627","2"
"24628","3"
"24629","11"
"24630","7"
"24631","11"
"24632","7"
"24633","0"
"24634","1"
"24635","18"
"24636","6"
"24637","4"
"24638","6"
"24639","9"
"24640","15"
"24641","14"
"24642","29"
"24643","18"
"24644","9"
"24645","10"
"24646","10"
"24647","0"
"24648","15"
"24649","0"
"24650","28"
"24651","4"
"24652","17"
"24653","2"
"24654","1"
"24655","37"
"24656","0"
"24657","10"
"24658","1"
"24659","11"
"24660","4"
"24661","15"
"24662","0"
"24663","3"
"24664","1"
"24665","0"
"24666","27"
"24667","5"
"24668","1"
"24669","0"
"24670","18"
"24671","1"
"24672","2"
"24673","13"
"24674","2"
"24675","1"
"24676","5"
"24677","13"
"24678","9"
"24679","1"
"24680","4"
"24681","12"
"24682","23"
"24683","13"
"24684","12"
"24685","25"
"24686","8"
"24687","7"
"24688","13"
"24689","2"
"24690","2"
"24691","4"
"24692","2"
"24693","2"
"24694","24"
"24695","29"
"24696","0"
"24697","11"
"24698","5"
"24699","1"
"24700","7"
"24701","3"
"24702","0"
"24703","0"
"24704","2"
"24705","5"
"24706","6"
"24707","7"
"24708","7"
"24709","25"
"24710","3"
"24711","2"
"24712","2"
"24713","2"
"24714","0"
"24715","2"
"24716","8"
"24717","29"
"24718","14"
"24719","4"
"24720","18"
"24721","19"
"24722","0"
"24723","19"
"24724","0"
"24725","3"
"24726","1"
"24727","16"
"24728","8"
"24729","1"
"24730","0"
"24731","7"
"24732","7"
"24733","5"
"24734","2"
"24735","0"
"24736","1"
"24737","0"
"24738","20"
"24739","13"
"24740","5"
"24741","2"
"24742","1"
"24743","1"
"24744","9"
"24745","14"
"24746","4"
"24747","7"
"24748","8"
"24749","3"
"24750","6"
"24751","6"
"24752","14"
"24753","9"
"24754","1"
"24755","18"
"24756","39"
"24757","1"
"24758","0"
"24759","1"
"24760","20"
"24761","11"
"24762","6"
"24763","4"
"24764","7"
"24765","10"
"24766","0"
"24767","12"
"24768","6"
"24769","1"
"24770","9"
"24771","30"
"24772","20"
"24773","5"
"24774","2"
"24775","4"
"24776","10"
"24777","9"
"24778","0"
"24779","16"
"24780","15"
"24781","9"
"24782","2"
"24783","0"
"24784","11"
"24785","2"
"24786","12"
"24787","17"
"24788","7"
"24789","9"
"24790","8"
"24791","4"
"24792","13"
"24793","1"
"24794","4"
"24795","13"
"24796","4"
"24797","7"
"24798","0"
"24799","4"
"24800","5"
"24801","2"
"24802","4"
"24803","10"
"24804","0"
"24805","24"
"24806","0"
"24807","1"
"24808","1"
"24809","9"
"24810","10"
"24811","5"
"24812","30"
"24813","1"
"24814","1"
"24815","0"
"24816","1"
"24817","3"
"24818","22"
"24819","19"
"24820","11"
"24821","1"
"24822","5"
"24823","9"
"24824","7"
"24825","27"
"24826","1"
"24827","0"
"24828","3"
"24829","4"
"24830","2"
"24831","4"
"24832","12"
"24833","0"
"24834","9"
"24835","1"
"24836","11"
"24837","0"
"24838","0"
"24839","30"
"24840","13"
"24841","1"
"24842","2"
"24843","2"
"24844","12"
"24845","0"
"24846","7"
"24847","3"
"24848","1"
"24849","4"
"24850","5"
"24851","2"
"24852","1"
"24853","0"
"24854","2"
"24855","19"
"24856","18"
"24857","22"
"24858","7"
"24859","9"
"24860","9"
"24861","6"
"24862","3"
"24863","4"
"24864","27"
"24865","5"
"24866","26"
"24867","7"
"24868","0"
"24869","1"
"24870","3"
"24871","12"
"24872","9"
"24873","15"
"24874","8"
"24875","15"
"24876","26"
"24877","9"
"24878","11"
"24879","5"
"24880","1"
"24881","2"
"24882","5"
"24883","2"
"24884","15"
"24885","8"
"24886","6"
"24887","2"
"24888","0"
"24889","5"
"24890","0"
"24891","11"
"24892","1"
"24893","2"
"24894","2"
"24895","2"
"24896","5"
"24897","12"
"24898","0"
"24899","0"
"24900","1"
"24901","4"
"24902","0"
"24903","28"
"24904","0"
"24905","13"
"24906","3"
"24907","0"
"24908","0"
"24909","7"
"24910","30"
"24911","7"
"24912","1"
"24913","1"
"24914","7"
"24915","5"
"24916","6"
"24917","1"
"24918","5"
"24919","8"
"24920","1"
"24921","20"
"24922","2"
"24923","1"
"24924","6"
"24925","3"
"24926","28"
"24927","0"
"24928","4"
"24929","1"
"24930","11"
"24931","8"
"24932","17"
"24933","1"
"24934","11"
"24935","1"
"24936","7"
"24937","5"
"24938","0"
"24939","2"
"24940","2"
"24941","1"
"24942","1"
"24943","6"
"24944","5"
"24945","0"
"24946","1"
"24947","6"
"24948","2"
"24949","1"
"24950","2"
"24951","7"
"24952","5"
"24953","10"
"24954","0"
"24955","1"
"24956","31"
"24957","4"
"24958","13"
"24959","6"
"24960","21"
"24961","7"
"24962","1"
"24963","1"
"24964","18"
"24965","0"
"24966","1"
"24967","7"
"24968","28"
"24969","4"
"24970","13"
"24971","4"
"24972","1"
"24973","4"
"24974","3"
"24975","0"
"24976","12"
"24977","6"
"24978","0"
"24979","39"
"24980","4"
"24981","5"
"24982","14"
"24983","29"
"24984","0"
"24985","2"
"24986","5"
"24987","8"
"24988","22"
"24989","7"
"24990","32"
"24991","1"
"24992","9"
"24993","2"
"24994","8"
"24995","1"
"24996","4"
"24997","21"
"24998","5"
"24999","4"
"25000","6"
"25001","6"
"25002","4"
"25003","5"
"25004","3"
"25005","4"
"25006","2"
"25007","20"
"25008","23"
"25009","2"
"25010","1"
"25011","7"
"25012","10"
"25013","0"
"25014","16"
"25015","0"
"25016","1"
"25017","2"
"25018","11"
"25019","0"
"25020","7"
"25021","6"
"25022","1"
"25023","9"
"25024","11"
"25025","3"
"25026","2"
"25027","1"
"25028","5"
"25029","33"
"25030","12"
"25031","35"
"25032","5"
"25033","0"
"25034","16"
"25035","1"
"25036","29"
"25037","1"
"25038","1"
"25039","26"
"25040","6"
"25041","3"
"25042","10"
"25043","1"
"25044","5"
"25045","4"
"25046","4"
"25047","15"
"25048","6"
"25049","19"
"25050","1"
"25051","32"
"25052","0"
"25053","5"
"25054","10"
"25055","14"
"25056","18"
"25057","25"
